Date,Product ID,Product Name,Price per Unit,Price per Unit (sold),Quantity Sold (liters/kg),Quantity in Stock (liters/kg),Expiration Date,Total Value,Days to Expire
2021-06-27,3,Cheese,35.04,37.59,13,230,2021-07-22,8542.4016,84
2019-06-23,4,Yogurt,49.79,47.52,713,162,2019-06-25,43614.5463,61
2019-11-24,2,Butter,13.18,15.51,141,405,2019-11-01,7205.7696,36
2022-02-10,2,Butter,23.02,21.18,57,131,2022-02-06,4328.911,55
2021-12-27,9,Paneer,66.96,63.9,3,111,2022-01-01,7649.510399999999,64
2019-01-19,2,Butter,33.81,33.31,409,545,2019-01-22,32286.8595,62
2019-06-13,9,Paneer,69.49,67.93,426,118,2019-05-27,37802.56,42
2020-05-01,9,Paneer,87.37,83.96,604,194,2020-04-24,69733.4918,52
2021-07-18,7,Lassi,97.62,97.48,196,170,2021-06-20,35787.492000000006,31
2019-07-03,2,Butter,89.3,86.1,246,169,2019-07-27,37138.977,83
2021-10-09,9,Paneer,11.39,10.99,178,326,2021-09-16,5748.6469,36
2019-04-04,1,Milk,61.66,57.6,121,564,2019-02-16,42273.4794,12
2019-10-24,2,Butter,53.25,57.2,650,201,2019-11-02,45336.5175,68
2019-11-05,3,Cheese,16.23,14.84,934,32,2019-11-14,15681.9129,68
2022-05-17,7,Lassi,71.15,73.12,497,344,2022-04-26,59891.224,38
2021-11-03,7,Lassi,80.52,76.62,269,4,2021-10-11,22039.1292,36
2022-02-03,6,Curd,79.7,78.51,346,430,2022-02-06,61918.133,62
2019-08-16,4,Yogurt,90.32,89.5,220,510,2019-09-04,65986.8888,78
2021-08-20,4,Yogurt,60.85,57.9,36,5,2021-09-01,2530.143,71
2019-02-25,6,Curd,46.25,50.4,54,539,2019-02-28,27452.612500000003,62
2019-04-22,8,Buttermilk,22.44,25.46,4,8,2019-03-13,276.9096,19
2022-10-02,7,Lassi,54.71,57.23,73,569,2022-09-23,35135.8562,50
2021-12-20,8,Buttermilk,79.32,81.93,397,434,2021-12-15,65930.784,54
2021-04-14,5,Ice Cream,47.56,46.63,277,588,2021-05-08,41140.351200000005,83
2020-02-06,2,Butter,60.71,56.15,172,270,2020-02-01,26849.6046,54
2021-07-05,2,Butter,80.31,80.06,313,49,2021-07-13,29108.3595,67
2022-08-14,7,Lassi,13.62,16.92,465,332,2022-07-23,10857.864,37
2020-11-25,10,Ghee,38.9,41.34,212,124,2020-12-31,13098.797,95
2021-01-28,7,Lassi,38.51,41.11,649,175,2021-02-02,31755.346,64
2019-10-01,1,Milk,68.59,71.04,273,98,2019-09-22,25482.5568,50
2021-12-02,9,Paneer,53.05,52.99,128,595,2021-11-22,38363.638,49
2019-07-04,6,Curd,57.65,53.54,25,4,2019-06-22,1685.1095,47
2021-04-22,6,Curd,22.47,24.91,37,15,2021-04-07,1180.5738,44
2019-04-13,8,Buttermilk,58.21,60.91,145,268,2019-04-22,24070.9992,68
2021-02-13,8,Buttermilk,93.28,93.43,246,403,2021-01-17,60553.6448,32
2022-10-01,2,Butter,12.66,11.19,34,137,2022-09-24,2167.7718,52
2019-02-05,7,Lassi,84.61,82.25,790,144,2019-02-10,79099.3507,64
2020-05-17,3,Cheese,12.2,12.02,423,504,2020-06-05,11315.622,78
2022-11-21,4,Yogurt,62.86,63.47,23,695,2022-12-08,45155.481,76
2020-04-05,8,Buttermilk,36.97,37.66,354,48,2020-02-29,14864.5279,23
2020-05-11,2,Butter,31.03,32.35,451,121,2020-04-26,17763.7441,44
2022-11-16,5,Ice Cream,38.22,41.99,81,300,2022-10-16,14592.7782,28
2022-06-03,10,Ghee,83.54,86.67,735,131,2022-08-17,72387.41,134
2022-10-10,2,Butter,45.04,45.48,232,742,2022-09-24,43886.0752,43
2019-11-01,8,Buttermilk,89.16,90.59,12,4,2019-11-10,1461.3324,68
2022-06-03,7,Lassi,35.99,33.9,105,197,2022-04-19,10882.6562,14
2022-10-18,1,Milk,82.65,84.51,239,229,2022-08-21,38694.2505,1
2019-01-07,7,Lassi,56.76,54.78,2,87,2018-12-27,5073.7764,48
2021-09-25,4,Yogurt,57.71,58.78,209,368,2021-10-16,33348.8777,80
2021-03-22,1,Milk,14.75,15.52,48,271,2021-02-19,4710.117499999999,28
2020-01-10,9,Paneer,78.46,82.57,151,217,2019-12-11,28875.6338,29
2019-09-26,6,Curd,59.22,61.01,185,12,2019-08-18,11717.8614,20
2021-04-06,2,Butter,83.32,84.53,105,47,2021-03-10,12738.794799999998,32
2020-08-27,2,Butter,71.61,75.85,314,162,2020-08-19,34152.9573,51
2021-02-11,3,Cheese,43.3,42.56,77,148,2021-01-29,9746.397,46
2021-08-17,8,Buttermilk,67.71,63.02,82,240,2021-08-13,21869.6529,55
2021-01-10,3,Cheese,65.04,61.49,158,622,2021-02-13,50767.6224,93
2019-10-12,10,Ghee,97.92,97.16,336,90,2019-12-26,41744.2752,134
2019-01-04,9,Paneer,58.91,61.99,252,69,2019-01-09,18951.9361,64
2020-12-09,6,Curd,76.74,77.4,322,41,2020-10-21,27910.338,10
2019-07-24,3,Cheese,44.92,47.56,450,265,2019-08-16,32117.800000000003,82
2019-06-16,6,Curd,53.21,50.99,11,176,2019-05-01,9952.9305,13
2021-09-08,3,Cheese,17.54,20.74,41,136,2021-10-23,3115.6302,104
2020-11-28,1,Milk,27.5,28.73,411,265,2020-11-14,18610.9,45
2019-11-10,5,Ice Cream,56.54,55.24,3,11,2019-11-07,803.4334,56
2019-06-07,5,Ice Cream,52.66,50.8,335,3,2019-05-24,17824.3568,45
2020-05-08,3,Cheese,71.21,66.65,226,31,2020-07-20,18346.5444,132
2019-12-24,9,Paneer,57.74,54.45,48,49,2019-11-06,5610.5958,11
2019-04-15,4,Yogurt,53.98,54.62,27,924,2019-04-10,51386.261,54
2021-06-28,4,Yogurt,41.3,40.46,349,35,2021-07-20,15888.11,81
2019-02-20,3,Cheese,31.05,26.06,510,273,2019-02-25,24337.9215,64
2020-01-03,10,Ghee,87.13,90.5,64,460,2020-04-10,45677.0312,157
2019-11-15,6,Curd,45.47,42.69,483,394,2019-11-03,39884.91989999999,47
2021-01-28,5,Ice Cream,23.77,28.56,889,56,2021-02-06,22484.7561,68
2021-08-11,1,Milk,26.09,30.2,13,6,2021-07-15,496.7536,32
2020-10-18,4,Yogurt,13.67,8.91,478,427,2020-09-20,12376.6813,31
2020-02-20,5,Ice Cream,16.92,15.59,581,406,2020-02-18,16700.886000000002,57
2020-07-14,7,Lassi,36.14,35.97,73,18,2020-06-03,3318.7362,18
2021-07-09,6,Curd,73.73,69.8,8,122,2021-05-25,9590.7984,14
2020-08-23,10,Ghee,61.69,59.53,591,84,2020-11-09,41675.29639999999,137
2021-10-28,4,Yogurt,99.51,98.5,337,423,2021-10-06,75701.2374,37
2022-03-22,4,Yogurt,88.97,84.86,28,0,2022-03-12,2562.336,49
2019-03-08,3,Cheese,40.89,37.22,22,9,2019-03-26,1290.4884,77
2019-05-06,10,Ghee,38.34,35.19,492,337,2019-08-20,31796.12880000001,165
2022-10-27,8,Buttermilk,97.46,101.51,3,2,2022-10-13,509.7158,45
2019-02-09,1,Milk,42.23,45.56,227,199,2018-12-18,18003.0713,6
2019-12-23,10,Ghee,85.22,80.25,25,7,2020-03-01,2805.4424,128
2021-12-20,4,Yogurt,52.38,53.02,558,43,2022-01-05,31480.9038,75
2020-06-28,5,Ice Cream,66.73,71.13,2,529,2020-07-15,35485.6794,76
2021-06-11,1,Milk,91.95,89.37,190,708,2021-05-18,82616.15550000001,35
2021-04-06,10,Ghee,36.86,35.31,37,911,2021-07-07,34977.559799999995,151
2019-10-12,6,Curd,64.66,67.58,350,71,2019-10-15,27256.129799999995,62
2020-09-01,6,Curd,13.27,15.09,455,501,2020-08-05,12689.1721,32
2021-02-13,7,Lassi,43.29,39.7,275,629,2021-01-04,39161.8656,19
2021-12-27,8,Buttermilk,91.98,87.44,106,127,2021-12-30,21440.538,62
2021-04-10,4,Yogurt,57.48,55.32,311,284,2021-04-28,34209.221999999994,77
2019-06-21,6,Curd,83.43,82.93,19,643,2019-05-27,55290.729600000006,34
2019-07-06,8,Buttermilk,11.24,10.11,38,788,2019-06-21,9285.1392,44
2021-03-25,4,Yogurt,37.33,33.9,170,277,2021-03-25,16694.349299999998,59
2020-04-16,4,Yogurt,84.72,84.92,751,209,2020-04-15,81382.8792,58
2021-02-28,8,Buttermilk,82.94,86.53,174,161,2021-01-14,27813.0996,14
2019-11-14,5,Ice Cream,63.93,64.29,37,28,2019-10-13,4214.2656,27
2021-11-21,5,Ice Cream,64.96,66.82,78,380,2021-12-04,29773.1168,72
2020-09-28,8,Buttermilk,76.39,78.45,230,114,2020-09-14,26323.994,45
2021-10-17,8,Buttermilk,48.4,43.67,82,113,2021-10-02,9439.452,44
2022-12-26,6,Curd,89.39,85.38,314,335,2022-11-18,58089.19760000001,21
2021-08-24,7,Lassi,83.74,80.64,285,9,2021-07-15,24622.072199999995,19
2022-09-17,3,Cheese,68.04,65.42,615,362,2022-11-01,66487.3272,104
2022-10-18,9,Paneer,12.92,14.83,105,166,2022-09-22,3508.0384,33
2022-02-03,9,Paneer,44.67,44.46,83,158,2022-01-14,10769.4903,39
2019-12-05,6,Curd,60.92,62.72,568,186,2019-12-02,45949.5192,56
2021-04-19,1,Milk,50.72,50.68,48,753,2021-04-12,40631.792,52
2021-03-21,9,Paneer,58.59,54.37,199,474,2021-02-03,39475.5984,13
2019-05-06,5,Ice Cream,23.34,24.27,206,471,2019-04-16,15811.2162,39
2022-09-06,1,Milk,96.1,92.26,9,439,2022-08-02,43128.719,24
2022-02-04,4,Yogurt,91.61,87.67,218,90,2022-01-04,28221.3766,28
2021-10-07,4,Yogurt,93.47,93.64,95,405,2021-10-08,46793.8861,60
2020-08-25,10,Ghee,18.45,13.82,405,347,2020-10-21,13885.6545,116
2020-08-16,4,Yogurt,50.52,55.41,73,26,2020-08-11,5009.058000000001,54
2020-03-18,3,Cheese,11.58,15.61,9,26,2020-05-24,410.2794,126
2021-03-20,9,Paneer,64.19,62.44,110,509,2021-04-01,39786.2458,71
2019-06-07,3,Cheese,14.85,12.54,387,152,2019-06-24,8005.338000000001,76
2021-02-24,6,Curd,32.11,34.55,336,588,2021-01-22,29698.539,26
2019-07-13,1,Milk,45.14,42.13,43,121,2019-08-01,7412.8908,78
2020-04-24,1,Milk,61.91,64.22,6,9,2020-04-06,929.8882,41
2022-01-06,5,Ice Cream,52.48,54.92,789,155,2021-12-18,49563.16159999999,40
2021-02-23,7,Lassi,67.26,71.58,227,53,2021-02-12,18899.387400000003,48
2022-11-04,8,Buttermilk,77.53,81.05,8,65,2022-09-20,5701.556200000001,14
2022-09-14,1,Milk,74.64,73.51,77,31,2022-07-26,8074.555200000001,9
2022-12-10,8,Buttermilk,61.2,57.78,9,309,2022-11-03,19493.424,22
2020-11-07,9,Paneer,50.13,51.33,146,193,2020-10-28,17016.6285,49
2020-12-24,4,Yogurt,76.98,76.62,317,181,2020-12-17,38349.1266,52
2019-09-01,4,Yogurt,11.22,15.87,217,759,2019-08-06,10959.5838,33
2020-06-04,10,Ghee,74.75,70.64,373,158,2020-09-19,39695.9875,166
2019-05-06,6,Curd,21.14,17.35,121,15,2019-03-16,2876.3084000000003,8
2022-10-23,10,Ghee,66.47,70.77,32,453,2022-11-29,32281.1555,96
2021-09-05,4,Yogurt,94.59,95.42,71,873,2021-08-03,89319.4452,26
2020-07-14,10,Ghee,21.14,23.06,535,248,2020-10-13,16558.5392,150
2022-12-25,9,Paneer,10.15,14.07,235,21,2022-11-10,2606.4185,14
2021-07-17,8,Buttermilk,24.43,27.89,118,854,2021-05-27,23749.1359,8
2022-03-06,1,Milk,60.41,63.83,332,598,2022-03-09,56189.1533,62
2019-04-14,2,Butter,73.16,75.85,380,553,2019-03-14,68316.80799999999,28
2020-01-09,4,Yogurt,31.13,33.37,53,9,2019-12-11,1932.5504,30
2020-12-13,4,Yogurt,67.93,65.49,377,156,2020-11-25,36235.2206,41
2019-09-03,1,Milk,18.32,19.01,298,349,2019-09-21,11854.6888,77
2022-03-14,2,Butter,61.5,61.62,565,218,2022-03-29,48169.875,74
2021-06-05,5,Ice Cream,97.66,100.24,286,82,2021-06-17,36009.1952,71
2020-08-05,10,Ghee,97.57,99.43,80,161,2020-09-12,23599.2559,97
2019-10-02,3,Cheese,17.68,13.81,166,405,2019-09-30,10097.5784,57
2020-05-09,9,Paneer,15.62,16.74,603,132,2020-04-01,11483.9802,21
2021-07-07,2,Butter,87.06,87.21,43,187,2021-08-04,20089.095,87
2020-10-19,3,Cheese,41.62,41.85,401,427,2020-10-31,34464.6896,71
2022-12-27,10,Ghee,70.57,67.59,201,409,2023-03-18,43075.92799999999,140
2021-02-26,1,Milk,23.3,21.05,15,27,2021-01-30,989.318,32
2020-03-20,1,Milk,14.94,13.85,90,3,2020-02-28,1397.7864,38
2022-01-02,4,Yogurt,13.74,12.88,242,21,2021-12-10,3626.9478,36
2022-02-20,9,Paneer,44.46,48.13,572,36,2022-01-02,27034.792200000004,10
2019-11-26,5,Ice Cream,27.86,26.7,50,382,2019-12-15,12062.2656,78
2021-03-21,2,Butter,75.8,71.81,244,381,2021-03-03,47390.918,41
2020-11-24,2,Butter,61.85,61.17,18,79,2020-11-14,6030.9935000000005,49
2022-11-07,9,Paneer,89.9,88.06,318,120,2022-10-27,39425.645,48
2022-04-22,8,Buttermilk,26.66,25.8,141,84,2022-04-11,6018.7616,48
2022-01-10,10,Ghee,42.63,45.58,240,257,2022-03-16,21190.9467,124
2020-11-14,7,Lassi,26.06,25.02,127,244,2020-10-13,9687.5444,27
2021-07-15,8,Buttermilk,75.68,73.66,71,313,2021-06-21,29086.0944,35
2021-11-18,1,Milk,13.03,17.49,42,283,2021-10-12,4238.919599999999,22
2021-05-10,9,Paneer,11.13,12.41,308,373,2021-04-20,7580.976900000001,39
2021-08-05,1,Milk,90.52,94.06,483,276,2021-08-14,68710.11119999998,68
2019-11-26,6,Curd,29.09,28.73,247,99,2019-10-07,10088.9938,9
2019-12-21,7,Lassi,18.76,14.29,467,86,2019-12-13,10381.221200000002,51
2019-12-14,6,Curd,75.88,71.36,893,55,2019-11-24,71991.15,39
2020-03-14,10,Ghee,19.84,23.88,721,17,2020-05-12,14660.768,118
2020-05-23,1,Milk,80.82,80.73,186,58,2020-04-14,19724.9292,20
2019-08-18,8,Buttermilk,54.4,58.52,268,370,2019-08-20,34746.912,61
2022-02-25,6,Curd,29.54,33.7,248,665,2022-02-15,26982.7222,49
2019-01-17,4,Yogurt,58.69,63.65,110,95,2019-01-28,12078.9889,70
2021-06-28,1,Milk,14.83,19.76,14,646,2021-06-26,9800.8504,57
2022-11-03,4,Yogurt,92.99,95.21,10,55,2022-10-17,6089.915099999999,42
2022-01-11,4,Yogurt,83.49,79.34,18,35,2021-12-17,4455.8613,34
2021-12-12,5,Ice Cream,66.22,68.28,784,98,2021-11-24,58423.2572,41
2020-04-16,5,Ice Cream,55.76,57.23,117,814,2020-04-08,51927.6152,51
2019-12-15,6,Curd,56.17,53.41,189,770,2019-11-17,53868.1534,31
2020-09-07,4,Yogurt,78.62,78.95,31,240,2020-09-06,21308.3786,58
2020-05-06,5,Ice Cream,35.05,32.42,364,162,2020-05-20,18441.5575,73
2021-01-21,10,Ghee,29.75,27.7,608,10,2021-03-18,18404.54,115
2020-08-28,2,Butter,63.35,61.38,221,106,2020-09-16,20721.1515,78
2019-05-27,7,Lassi,15.58,16.3,201,269,2019-04-27,7324.781199999999,29
2021-07-28,2,Butter,47.35,47.37,675,109,2021-06-28,37132.3435,29
2020-03-23,4,Yogurt,22.32,18.18,192,8,2020-04-19,4470.696,86
2020-11-12,7,Lassi,71.39,68.03,167,237,2020-11-14,28901.5276,61
2021-08-18,1,Milk,82.63,83.63,104,43,2021-07-10,12200.3195,20
2020-12-05,10,Ghee,21.89,23.3,346,113,2021-03-15,10052.5447,159
2020-11-11,6,Curd,87.97,84.7,482,8,2020-09-22,43154.5632,9
2021-04-13,7,Lassi,96.43,92.55,217,731,2021-04-13,91478.3195,59
2020-12-25,5,Ice Cream,24.83,28.58,261,188,2020-11-22,11158.602,26
2020-10-02,10,Ghee,25.03,27.16,73,604,2020-11-19,16950.316000000003,107
2019-03-23,2,Butter,35.21,39.13,268,32,2019-04-17,10588.3512,84
2019-03-07,9,Paneer,52.86,55.72,587,44,2019-02-02,33402.234,26
2019-11-21,9,Paneer,57.63,53.35,8,321,2019-10-23,18998.3058,30
2022-11-17,3,Cheese,38.36,36.49,374,580,2022-11-03,36631.1148,45
2021-09-28,1,Milk,84.38,88.35,109,478,2021-09-16,49536.12279999999,47
2021-03-16,5,Ice Cream,87.21,91.04,381,358,2021-04-10,64448.19,84
2021-04-24,6,Curd,22.21,20.11,146,653,2021-03-13,17753.119300000002,17
2022-01-02,5,Ice Cream,21.01,18.65,207,160,2021-12-15,7720.754800000001,41
2019-01-08,9,Paneer,35.15,37.34,309,96,2018-12-29,14238.2105,49
2019-08-18,8,Buttermilk,29.77,29.84,931,57,2019-08-06,29434.7898,47
2019-08-12,3,Cheese,30.55,32.65,444,78,2019-09-22,15971.2345,100
2022-05-16,5,Ice Cream,71.07,69.85,57,184,2022-06-03,17135.6877,77
2022-12-14,10,Ghee,61.55,58.81,93,239,2023-04-02,20473.992,168
2022-03-08,3,Cheese,53.99,50.68,408,567,2022-05-02,52684.5218,114
2020-07-25,9,Paneer,90.78,87.22,418,70,2020-07-14,44352.3846,48
2022-10-04,7,Lassi,40.72,39.38,192,530,2022-10-17,29429.5656,72
2021-04-14,9,Paneer,23.32,21.87,145,98,2021-02-28,5667.2264000000005,14
2019-10-03,6,Curd,42.88,45.04,16,48,2019-09-19,2763.6160000000004,45
2020-07-09,4,Yogurt,48.56,43.68,335,604,2020-07-25,45632.8032,75
2021-11-03,8,Buttermilk,39.72,37.74,360,441,2021-10-25,31836.7716,50
2020-07-01,1,Milk,91.25,92.15,552,40,2020-06-28,54080.225,56
2020-12-25,7,Lassi,65.02,68.16,559,348,2021-01-04,59031.658,69
2021-05-24,5,Ice Cream,86.92,89.28,131,131,2021-05-13,22822.5844,48
2022-01-16,9,Paneer,43.76,43.07,62,35,2022-01-02,4265.2872,45
2021-09-26,4,Yogurt,45.9,47.38,149,199,2021-10-05,15978.708,68
2019-05-28,6,Curd,35.0,34.45,570,124,2019-04-23,24316.95,24
2019-08-09,3,Cheese,37.12,41.7,137,226,2019-09-30,13499.4304,111
2022-07-05,6,Curd,81.1,82.53,100,55,2022-06-06,12570.5,30
2022-06-03,6,Curd,46.3,46.23,141,572,2022-05-26,33056.348,51
2019-01-15,7,Lassi,49.98,45.06,8,57,2019-01-10,3261.195,54
2019-07-08,8,Buttermilk,23.54,22.99,82,544,2019-06-04,14740.5126,25
2019-10-17,10,Ghee,60.82,57.6,306,47,2019-12-16,21498.6536,119
2019-09-04,6,Curd,68.42,63.94,26,52,2019-08-28,5353.865,52
2020-09-12,3,Cheese,55.89,52.18,49,631,2020-11-09,38031.4683,117
2019-12-02,8,Buttermilk,27.96,26.4,357,153,2019-10-20,14270.2248,16
2019-02-21,5,Ice Cream,30.62,34.65,143,171,2019-02-11,9624.1722,49
2019-11-14,7,Lassi,95.98,95.84,367,310,2019-11-18,64994.7766,63
2022-10-18,10,Ghee,73.55,76.21,105,370,2023-03-07,34938.4565,199
2020-12-25,5,Ice Cream,36.32,39.13,148,8,2020-11-29,5692.433599999999,33
2021-03-05,10,Ghee,84.16,79.69,678,70,2021-06-04,62971.8784,150
2022-09-14,9,Paneer,59.11,55.41,592,110,2022-08-05,41501.131,19
2019-09-28,3,Cheese,38.33,33.96,533,39,2019-10-26,21954.6574,87
2019-11-13,8,Buttermilk,23.46,25.56,495,350,2019-11-18,19846.9254,64
2020-02-01,5,Ice Cream,56.25,59.06,134,292,2020-01-25,23964.1875,52
2022-10-09,2,Butter,54.19,58.88,46,557,2022-10-09,32690.6594,59
2022-09-23,5,Ice Cream,95.3,99.64,465,488,2022-10-15,90821.853,81
2019-04-20,1,Milk,37.25,39.56,142,238,2019-05-07,14180.33,76
2019-01-21,4,Yogurt,11.2,9.71,928,20,2018-12-27,10620.512,34
2020-02-27,9,Paneer,49.46,52.37,29,907,2020-02-17,46302.4736,49
2019-10-15,1,Milk,33.4,33.18,169,529,2019-09-25,23322.218,39
2021-08-16,2,Butter,67.03,66.07,264,680,2021-08-21,63291.7369,64
2020-01-19,2,Butter,31.62,27.89,198,142,2020-01-27,10771.0368,67
2022-02-13,1,Milk,90.59,89.85,315,481,2022-01-25,72115.0754,40
2019-06-23,6,Curd,55.82,54.04,190,798,2019-06-15,55195.3742,51
2021-10-17,5,Ice Cream,49.18,48.83,31,104,2021-10-15,6679.6276,57
2022-01-01,1,Milk,60.42,57.03,145,537,2021-11-28,41216.7114,25
2022-02-12,6,Curd,70.64,70.24,324,584,2022-01-22,64203.9896,38
2020-07-04,1,Milk,96.84,99.72,371,181,2020-06-13,53543.8044,38
2021-06-27,5,Ice Cream,40.32,41.5,879,15,2021-06-30,36054.144,62
2022-04-10,3,Cheese,27.03,27.9,251,62,2022-05-19,8480.1219,98
2022-01-25,4,Yogurt,72.31,72.18,110,723,2022-02-11,60234.9531,76
2019-08-15,4,Yogurt,26.91,31.45,265,172,2019-08-22,11764.7829,66
2021-02-17,10,Ghee,50.64,53.49,45,191,2021-05-18,11992.5648,149
2020-04-20,5,Ice Cream,96.92,93.25,26,315,2020-03-29,33055.5352,37
2019-01-01,3,Cheese,88.78,89.54,304,410,2019-01-08,63448.4026,66
2022-10-13,7,Lassi,15.25,19.13,226,100,2022-10-13,4984.462500000001,59
2021-10-21,2,Butter,13.17,15.34,524,129,2021-09-27,8605.1463,35
2020-11-08,9,Paneer,78.48,79.12,31,203,2020-11-04,18369.0288,55
2020-09-21,8,Buttermilk,62.62,65.39,12,46,2020-09-20,3645.1102,58
2021-11-18,10,Ghee,49.57,46.27,21,758,2022-01-25,38655.6774,127
2022-12-14,6,Curd,66.92,62.52,171,316,2022-11-14,32595.3936,29
2021-07-28,10,Ghee,85.79,88.57,104,562,2021-09-12,57217.64050000001,105
2020-06-17,6,Curd,34.68,38.62,346,33,2020-06-09,13175.9724,51
2022-02-07,3,Cheese,63.47,66.78,222,448,2022-02-01,42556.0003,53
2021-01-09,6,Curd,21.21,26.19,485,188,2020-11-29,14286.843900000002,18
2019-07-08,1,Milk,64.72,65.5,166,691,2019-06-02,55518.110400000005,23
2019-12-27,4,Yogurt,52.25,50.81,19,7,2019-12-06,1404.48,38
2019-04-09,2,Butter,83.56,79.14,575,383,2019-05-05,80109.8076,85
2021-09-17,3,Cheese,63.8,61.88,288,519,2021-09-29,51530.622,71
2019-01-18,1,Milk,49.28,47.47,9,752,2019-01-08,37524.256,49
2022-09-25,3,Cheese,36.44,40.62,86,556,2022-09-30,23428.7336,64
2022-07-21,8,Buttermilk,75.7,76.38,75,119,2022-06-29,14759.986,37
2019-11-07,9,Paneer,24.91,20.72,102,8,2019-11-04,2753.8005,56
2021-01-28,5,Ice Cream,56.95,56.88,115,236,2021-01-17,20033.871,48
2021-02-02,8,Buttermilk,90.46,95.41,116,143,2021-01-06,23493.3666,32
2021-09-18,5,Ice Cream,35.75,40.42,19,651,2021-09-05,23956.79,46
2021-04-10,6,Curd,85.87,89.82,102,61,2021-02-20,14026.0058,10
2020-09-22,3,Cheese,46.3,42.85,453,75,2020-10-15,24461.216,82
2019-02-01,9,Paneer,19.39,19.71,248,251,2019-01-18,9694.0305,45
2020-12-23,4,Yogurt,69.4,67.18,219,179,2020-11-16,27623.282,22
2021-04-19,10,Ghee,56.94,54.52,1,0,2021-06-03,70.6056,104
2020-07-03,3,Cheese,40.3,38.73,725,5,2020-07-28,29443.583,84
2020-06-18,7,Lassi,92.06,89.5,153,579,2020-06-08,67433.95,49
2022-05-11,6,Curd,94.85,91.78,172,287,2022-05-11,43582.6265,59
2022-04-24,3,Cheese,56.28,55.03,106,404,2022-06-05,28746.6984,101
2021-01-09,2,Butter,39.96,40.1,115,393,2020-12-23,20331.2484,42
2021-09-04,6,Curd,53.2,54.66,101,307,2021-07-19,21747.096,12
2022-06-15,9,Paneer,17.87,19.47,49,68,2022-05-25,2102.0481,38
2019-02-13,2,Butter,77.47,76.1,305,441,2019-02-14,57804.2405,60
2019-04-15,4,Yogurt,80.95,78.26,163,42,2019-04-27,16644.129500000003,71
2020-01-11,4,Yogurt,92.58,92.4,145,95,2020-02-01,22223.829,80
2020-09-04,1,Milk,70.89,72.05,275,541,2020-08-02,57879.5583,26
2021-01-10,4,Yogurt,41.42,39.23,238,583,2020-12-29,34015.760800000004,47
2021-01-05,3,Cheese,76.52,80.95,57,54,2021-02-04,8528.154,89
2022-02-13,9,Paneer,54.49,58.69,442,144,2022-01-22,31982.905500000004,37
2022-05-18,6,Curd,95.61,95.34,13,100,2022-05-15,10815.4032,56
2019-06-09,10,Ghee,70.39,72.53,328,671,2019-08-08,70377.3298,119
2021-06-09,4,Yogurt,14.29,9.46,144,419,2021-06-23,8052.129199999999,73
2020-10-19,1,Milk,34.11,31.01,112,457,2020-10-15,19427.6916,55
2021-04-10,7,Lassi,27.57,23.95,8,899,2021-03-26,25013.7096,44
2022-10-26,2,Butter,53.9,49.68,4,47,2022-10-11,2766.148,44
2020-07-26,10,Ghee,49.35,46.41,99,62,2020-11-07,7974.96,163
2019-05-10,8,Buttermilk,57.07,53.08,71,7,2019-04-24,4460.0205000000005,43
2019-01-21,9,Paneer,12.17,9.98,78,344,2019-01-09,5135.9834,47
2021-01-04,3,Cheese,82.82,78.69,610,7,2020-12-05,51155.42939999999,29
2021-10-08,5,Ice Cream,28.28,24.72,52,20,2021-09-16,2044.9268,37
2021-05-14,10,Ghee,19.97,19.05,82,345,2021-07-23,8533.7801,129
2020-11-15,4,Yogurt,77.89,78.99,151,790,2020-11-24,73311.62580000001,68
2020-10-20,2,Butter,99.94,100.41,626,69,2020-10-09,69540.25080000001,48
2022-02-21,8,Buttermilk,19.51,23.23,287,14,2022-02-03,5887.337600000001,41
2019-01-06,5,Ice Cream,73.47,74.63,404,17,2018-12-07,30930.87,29
2021-10-06,1,Milk,93.26,89.12,477,182,2021-09-23,61536.6784,46
2021-07-01,5,Ice Cream,52.4,50.49,115,89,2021-07-03,10736.236,61
2021-05-27,1,Milk,83.43,79.38,294,476,2021-05-07,64248.6087,39
2022-12-24,1,Milk,60.27,63.49,359,87,2022-12-11,26909.3496,46
2022-11-23,1,Milk,99.06,101.72,11,11,2022-11-06,2214.9816,42
2019-03-08,9,Paneer,30.57,33.19,214,490,2019-01-30,21529.5339,22
2022-01-25,5,Ice Cream,97.48,99.07,217,232,2022-01-23,43863.0756,57
2020-11-08,7,Lassi,31.21,28.45,387,240,2020-09-28,19583.3387,18
2019-10-07,8,Buttermilk,63.59,60.89,136,300,2019-09-21,27753.2196,43
2020-07-12,3,Cheese,35.8,32.51,472,99,2020-08-11,20458.626,89
2020-10-05,8,Buttermilk,66.92,69.4,419,148,2020-10-11,37959.7008,65
2021-07-15,10,Ghee,12.85,9.83,34,446,2021-08-17,6176.6095000000005,92
2022-05-11,8,Buttermilk,10.79,14.72,137,52,2022-04-07,2049.1289,25
2021-11-15,8,Buttermilk,64.62,61.84,65,30,2021-10-17,6200.289000000001,30
2020-04-20,6,Curd,66.03,67.54,55,554,2020-03-01,40222.8348,9
2019-06-12,10,Ghee,91.05,86.66,226,101,2019-07-26,29817.9645,103
2019-05-19,3,Cheese,22.42,20.03,31,39,2019-07-12,1578.1438,113
2022-05-13,6,Curd,19.82,16.4,165,146,2022-03-26,6166.5966,11
2020-06-03,8,Buttermilk,33.11,34.73,1,301,2020-04-28,10014.1195,23
